panel_id,voltage,current,panel_temp,dust_index,efficiency,temperature,humidity,cloudcover,precip,wind_speed,GHI (kWh/m²/day),DNI (kWh/m²/day),DHI (% of GHI),Snowfall (mm/year),Quarter1-Cloud cover,Quarter1-Sunshine duration,Quarter1-Ambient temperature,Quarter1-Relative humidity,Quarter1-Precipitation,Quarter2-Cloud cover,Quarter2-Sunshine duration,Quarter2-Ambient temperature,Quarter2-Relative humidity,Quarter2-Precipitation,Quarter3-Cloud cover,Quarter3-Sunshine duration,Quarter3-Ambient temperature,Quarter3-Relative humidity,Quarter3-Precipitation,Quarter4-Cloud cover,Quarter4-Sunshine duration,Quarter4-Ambient temperature,Quarter4-Relative humidity,Quarter4-Precipitation,YearlyCloud cover,Sunshine duration,Ambient temperature,Relative humidity,Precipitation,Label (Yes/No),irradiance
4,39.888926393338394,8.014287211883989,32.24986854241827,0.0465400395649739,0.3812165975526642,21,53,50,0.0,5,5.734,5.899,23.53,97.3,20.67,10.3,22.89,53.85,178.49,49.75,10.37,34.05,61.75,338.59,42.58,8.75,20.04,38.52,7.59,30.96,9.03,25.51,68.7,341.8,35.99,9.61,25.62,55.7,866.47,Yes,518.8538321430361
15,33.88197324814408,8.910944403839475,46.9301230935428,0.6077777123868976,0.5566078284410925,17,42,0,0.0,6,2.649,1.521,47.07,370.1,76.07,4.14,11.18,74.46,624.21,62.26,2.74,19.58,84.32,599.42,51.47,5.94,30.82,82.76,446.75,54.01,4.03,10.85,76.88,517.48,60.95,4.21,18.11,79.6,2187.86,No,627.6785097229432
2,34.27190375652415,9.612978170593054,47.71827064140303,0.3744361573490143,0.376129882717048,24,36,0,0.0,4,3.001,2.942,35.13,183.0,88.23,5.61,-2.36,74.0,615.81,90.22,4.75,30.98,96.62,456.51,55.36,3.69,36.11,87.46,736.12,89.78,4.2,-1.99,73.23,669.31,80.9,4.56,15.68,82.83,2477.75,No,430.596580948203
15,29.329969486451173,8.729236949310753,53.00949395794991,0.7474425253205591,0.4879918718607789,21,53,50,0.0,5,4.176,6.371,20.74,50.8,43.58,11.19,25.45,66.36,24.28,14.53,9.58,22.08,43.21,123.03,26.19,10.94,26.87,69.87,295.08,20.95,7.59,21.72,62.16,10.23,26.31,9.82,24.03,60.4,452.62,Yes,684.2164218342244
8,33.63561584786692,7.916828228065381,41.05845367612518,0.8081056645452729,0.35173113524465177,25,26,0,0.0,9,1.502,3.255,34.33,167.9,63.71,5.8,39.6,76.41,418.89,68.21,3.55,38.36,98.98,656.68,79.95,0.85,-1.3,87.88,577.15,92.3,1.94,-3.02,82.71,738.44,76.04,3.03,18.41,86.49,2391.16,No,470.93412890716246
8,31.880580406919343,9.37733502952834,40.64918421110049,0.5521538195470366,0.2763035257927986,17,36,97,0.0,4,4.402,4.453,20.66,63.7,39.58,7.09,34.18,51.94,317.64,31.6,8.49,34.54,49.11,325.08,48.13,10.05,25.98,20.18,15.01,18.03,7.12,20.1,35.25,135.02,34.34,8.19,28.7,39.12,792.75,Yes,314.5541040844516
17,33.17706096387958,5.808021343720118,31.600077570177657,0.001705031502265,0.4829664045287884,25,27,0,0.0,7,5.049,5.596,18.98,27.4,49.36,8.46,32.88,31.5,79.91,11.25,9.91,22.37,63.22,177.45,48.73,7.11,32.37,58.83,289.1,43.79,10.57,27.52,26.56,12.2,38.28,9.01,28.78,45.03,558.66,Yes,526.9618902842622
12,34.58806710263336,6.577765498493126,43.532165817045566,0.6363658101666421,0.3630782018394022,17,83,0,0.0,4,5.534,4.13,15.99,70.2,24.72,10.03,31.63,62.63,64.56,29.45,10.4,30.48,59.23,85.56,17.7,9.54,29.82,35.96,39.26,38.67,7.8,18.33,27.39,118.09,27.64,9.44,27.56,46.3,307.47,Yes,452.3333153098891
19,37.87337484341872,8.68163422366839,49.505558905310856,0.7488812796659343,0.4287210760021767,14,52,7,0.0,4,1.72,3.07,40.88,454.3,69.41,4.08,6.41,77.78,516.05,65.2,1.52,-2.52,95.1,399.11,94.37,0.75,-1.74,86.89,563.42,74.56,3.45,9.35,89.89,563.4,75.89,2.45,2.88,87.42,2041.98,No,528.0101714061549
10,35.62281005420188,8.014108356253125,41.9411606890364,0.2489832662315142,0.34432621227710564,25,26,0,0.0,8,4.12,6.0,18.94,15.9,17.04,11.51,17.21,63.34,204.09,11.56,8.79,31.35,56.31,183.29,44.4,6.72,33.2,62.32,265.6,42.72,9.26,28.5,48.03,133.29,28.93,9.07,27.56,57.5,786.27,Yes,361.6534489969705
9,35.923029960203344,8.605513651124165,55.71722409271824,0.4646460011407888,0.5058815221177393,26,89,25,0.2,10,4.664,6.09,24.04,53.9,11.27,11.56,29.04,40.7,224.39,27.19,8.79,32.74,28.05,38.88,10.11,7.88,17.95,31.0,4.21,19.09,8.0,15.63,50.4,213.3,16.92,9.06,23.84,37.54,480.78,Yes,740.1332863744885
5,31.71344183346331,8.064407522431942,43.71702582105238,0.9657266234117884,0.12706839776201034,23,13,100,0.0,4,6.351,6.385,24.15,37.0,10.62,11.57,23.56,68.33,361.36,44.12,7.77,22.7,62.56,118.85,16.78,9.34,33.72,54.8,213.77,13.89,9.69,34.8,27.0,194.37,21.35,9.59,28.69,53.17,888.35,Yes,180.97934043329255
6,32.35773773119181,8.570945694603873,45.734961421442776,0.2981155533941034,0.1983166838551644,20,28,32,0.0,5,4.656,4.613,24.66,0.8,45.19,7.2,33.95,37.12,165.13,38.28,9.53,21.36,47.69,274.02,11.69,6.07,24.16,26.59,249.13,18.56,8.6,18.95,47.42,43.52,28.43,7.85,24.6,39.7,731.8,Yes,216.2364617207163
2,40.39617505505394,7.185597179006809,38.18448459709203,0.2231532510417407,0.8740300804420074,26,32,0,0.0,10,1.842,3.194,27.07,234.0,92.34,4.65,27.24,96.11,640.98,75.97,5.88,29.74,88.04,528.33,95.12,1.77,-4.54,75.9,416.07,65.95,4.96,27.58,75.07,670.81,82.34,4.32,20.0,83.78,2256.19,No,1079.4894879294823
13,32.79439689571026,8.57048608607969,46.4361017258764,0.2108547904780101,0.3868920288770676,29,21,0,0.0,4,5.014,5.422,22.91,69.7,49.82,6.08,22.1,34.05,98.37,18.9,10.25,16.7,57.08,260.03,20.03,7.52,27.58,58.11,328.68,44.09,11.79,26.63,65.43,303.19,33.21,8.91,23.25,53.67,990.27,Yes,460.6694656478537
6,39.96862475617189,8.994414528207585,35.103401025736524,0.5588008343539963,0.18620667394049725,20,28,100,0.0,5,6.166,4.055,21.8,54.8,16.78,10.9,22.38,34.69,310.55,35.54,11.39,27.6,57.04,313.67,12.19,10.66,27.27,23.48,190.72,13.3,10.42,25.93,67.68,68.68,19.45,10.84,25.8,45.72,883.62,Yes,195.67903000103593
5,34.2708164033574,9.220550603931231,48.46848977506573,0.9497871013080064,0.8053345210036801,30,35,0,0.0,9,2.505,1.865,55.97,418.0,89.31,0.54,38.96,87.89,551.38,95.66,4.0,1.65,85.59,613.73,94.93,1.68,34.71,93.99,423.02,50.86,3.49,34.47,86.63,680.01,82.69,2.43,27.45,88.52,2268.14,No,1087.7665331574563
1,35.00686380843051,10.0135542946487,48.62214088117706,0.6086901292003547,0.7124233578980266,25,48,0,0.0,14,2.718,2.597,39.26,246.0,76.3,3.63,18.32,96.9,494.12,78.92,1.8,32.67,73.06,445.76,90.06,1.1,26.29,99.11,571.08,59.37,1.92,36.17,80.55,646.32,76.16,2.11,28.36,87.4,2157.28,No,749.0855950967905
6,38.21109548068979,8.244098443502386,51.79645712168255,0.3033231202376599,0.1227525690140921,26,32,0,0.0,6,6.257,6.131,21.68,59.3,45.69,7.11,16.58,31.98,297.97,11.39,9.5,34.91,62.78,195.54,12.55,10.99,26.98,25.75,35.2,46.39,10.02,31.59,63.95,214.41,29.0,9.41,27.52,46.12,743.12,Yes,140.27764885003688
6,38.81567726581597,8.273911086847178,39.90015640616156,0.6385697780674541,0.9335060509119064,25,48,0,0.0,14,5.965,4.674,22.33,61.0,16.8,11.43,19.01,69.48,2.74,20.54,7.2,15.28,56.62,260.03,41.69,7.54,23.89,52.96,164.91,37.89,9.8,17.29,59.05,270.25,29.23,8.99,18.87,59.53,697.93,Yes,1127.7985483361701
16,34.66756231916274,6.476827535826152,45.802810591487095,0.6248422975977874,0.6449509172144281,31,22,0,0.0,10,6.434,5.658,19.08,28.0,39.24,7.45,18.43,46.49,108.75,35.16,6.71,28.1,34.16,0.09,15.08,11.6,32.35,31.68,291.89,34.34,11.83,22.47,54.07,23.83,30.96,9.4,25.34,41.6,424.56,Yes,753.2496636857014
4,33.83527083943538,7.468588598861575,47.81908279693252,0.5969251357296542,0.3436639146661714,14,45,7,0.0,4,4.046,6.286,16.18,57.7,20.96,9.33,28.03,61.49,77.41,10.44,6.82,33.0,63.69,224.03,34.02,9.99,18.51,65.72,157.04,25.33,9.11,15.94,28.31,276.76,22.69,8.81,23.87,54.8,735.24,Yes,382.1942874466667
11,34.83223865443336,7.806917925993387,47.21140819165155,0.159426206888302,0.1414254559313495,27,43,0,0.0,14,3.173,1.575,29.3,138.0,54.91,1.56,21.6,73.44,725.67,92.71,5.83,-2.87,95.54,676.4,95.11,3.17,34.39,71.54,403.45,55.93,5.49,-1.94,73.0,723.9,74.67,4.01,12.8,78.38,2529.42,No,167.12648719606472
9,36.01387258469636,9.050319552276354,40.67350362432574,0.6345667993449942,0.5377084229141104,21,53,50,0.0,4,5.736,4.28,20.65,24.9,27.27,9.8,20.14,22.61,3.84,10.89,6.05,17.21,31.97,82.96,49.47,7.84,17.55,47.28,321.73,37.12,7.78,26.23,55.74,273.04,31.19,7.87,20.28,39.4,681.57,Yes,619.3396476308309
3,37.673911060609264,7.388998875910371,33.0400905522193,0.4301644525144996,0.5446501501956311,20,27,20,0.0,4,3.312,3.678,30.95,129.4,55.97,0.97,21.65,99.13,508.96,97.93,0.23,41.34,75.43,717.18,52.81,5.69,5.04,79.08,559.1,69.04,4.01,43.74,88.19,645.56,68.94,2.72,27.94,85.46,2430.8,No,639.9150841182259
19,35.01268957698245,8.796340019748833,46.734801484422405,0.0185920586230333,0.5551284260084612,31,22,0,0.0,10,5.792,5.487,18.25,2.5,40.01,7.29,31.69,41.01,216.4,44.92,11.18,22.43,30.44,290.68,27.32,7.15,33.09,29.91,9.68,10.81,9.73,28.23,35.55,120.0,30.76,8.84,28.86,34.23,636.76,Yes,640.1533103715858
8,36.85665889406946,7.99837828303662,44.2375016084504,0.5397644871474951,0.8441673501505685,31,22,0,0.0,10,4.991,6.41,20.39,28.8,14.81,10.22,27.9,38.7,356.6,10.89,7.82,33.42,36.05,94.59,31.37,10.94,17.06,67.15,298.15,17.25,10.27,22.7,40.11,293.73,18.58,9.81,25.27,45.5,1043.07,Yes,1072.6710996611491
5,39.915079196812826,7.822831884885238,42.1666470351928,0.9892667452184176,0.5187042851813569,26,65,25,0.0,19,2.202,1.887,51.28,193.5,62.23,3.86,34.45,87.47,706.87,60.57,1.51,26.85,94.88,577.26,50.52,4.06,35.68,78.3,395.32,75.9,0.25,15.8,70.53,459.36,62.3,2.42,28.2,82.79,2138.81,No,780.7112391122854
4,36.14392883679435,8.248893969133256,48.81972681857733,0.3497395908439835,0.04852275490373998,19,35,100,0.0,4,5.481,5.206,21.23,1.0,17.79,8.95,34.01,39.18,159.14,38.59,9.62,20.98,40.54,81.64,48.64,6.78,22.44,21.29,83.17,41.22,7.21,16.6,43.72,3.74,36.56,8.14,23.51,36.18,327.69,Yes,54.60295670379043
6,35.93495856801434,7.608843627747158,44.77540230922784,0.9655592183186582,0.0710541169520856,19,35,100,0.0,4,4.722,4.373,17.41,93.6,30.81,8.19,32.47,39.75,125.63,18.29,8.27,21.33,53.87,108.59,33.09,6.4,18.83,40.37,351.36,25.09,9.98,20.1,26.35,21.95,26.82,8.21,23.18,40.08,607.53,Yes,112.21994440639737
2,30.4432675247298,7.570962751907334,38.404024736161006,0.0962057416625945,0.17569649953080688,21,53,50,0.0,4,4.048,5.931,16.71,4.4,36.15,10.64,31.28,44.68,77.01,39.49,10.2,19.93,65.17,39.14,49.31,11.16,28.76,66.94,270.87,17.62,8.65,16.43,39.48,278.1,35.64,10.16,24.1,54.07,665.12,Yes,193.8215290552833
11,27.10780958951281,6.295214094209886,35.342738554518895,0.7324501158673062,0.556615424948101,26,32,0,0.0,6,4.682,4.424,19.84,70.2,19.09,6.02,21.86,68.44,260.61,26.05,7.16,22.12,28.49,39.86,46.27,11.99,18.28,22.73,123.65,28.47,7.23,21.03,30.04,290.35,29.97,8.1,20.82,37.42,714.47,Yes,892.7355510872123
4,36.16512718769051,7.75204579267211,39.35518367433417,0.1143299946628353,0.03638237502449233,23,41,0,0.0,6,3.489,1.584,55.61,288.7,68.24,2.08,24.76,85.92,621.24,78.68,0.86,7.86,95.23,623.72,72.42,1.1,-4.62,79.36,395.57,74.11,4.93,9.27,95.43,639.21,73.36,2.24,9.32,88.98,2279.74,No,40.238921682935256
15,34.715527306157384,7.520031853851274,56.965061473833934,0.2735715735552742,0.4755012648567075,21,73,0,0.0,8,2.625,1.758,36.64,164.5,89.09,4.2,-0.58,88.64,702.8,84.87,3.07,10.59,96.61,533.55,92.77,4.7,35.81,99.69,655.78,51.7,1.23,-3.24,75.7,398.04,79.61,3.3,10.64,90.16,2290.17,No,683.8676218455798
6,33.455651975255776,7.48401901065092,48.613883869663866,0.5708408353221244,0.2573520166803109,19,33,97,0.0,4,3.37,3.282,53.53,180.7,99.76,2.85,30.91,90.33,587.31,99.79,1.3,16.09,73.83,443.19,85.65,0.03,39.49,89.0,540.34,66.57,0.76,41.08,91.37,501.15,87.94,1.24,31.89,86.13,2071.99,No,293.69908574731403
17,35.730590612559034,8.41687306259004,45.94306170987506,0.5927796939767489,0.7282441753115708,26,89,25,0.2,10,2.957,2.406,57.2,298.3,71.19,0.29,24.95,88.09,593.73,94.38,4.58,38.37,71.78,494.3,65.94,3.94,17.43,93.32,519.16,61.08,1.75,4.12,75.94,456.31,73.15,2.64,21.22,82.28,2063.5,No,867.9979803941319
6,34.818788812409274,8.65863195279051,44.09169536407098,0.7752113172341712,0.3341066159005731,17,50,6,0.0,4,1.757,3.052,40.28,262.4,61.61,0.18,37.38,79.79,630.41,97.38,3.39,14.86,78.05,725.27,84.1,3.99,16.31,95.35,642.63,64.16,3.6,16.51,70.2,677.86,76.81,2.79,21.26,80.85,2676.17,No,393.25717832380724
19,38.3833407519017,8.232194504642328,43.76303530026282,0.6153114072274393,0.5604890731280852,21,53,50,0.0,4,1.897,2.83,34.85,138.5,73.35,3.54,-2.65,82.06,471.62,51.53,0.75,1.95,75.49,676.27,71.97,0.88,0.01,78.94,674.26,68.22,0.96,15.21,86.66,386.09,66.27,1.53,3.63,80.79,2208.24,No,640.5806976441701
2,35.25833260477693,8.995415190449474,50.83597991679547,0.5936147043805607,0.10240489741995942,26,32,0,0.0,10,4.813,5.866,21.5,84.9,36.3,9.41,16.87,38.39,99.45,19.76,11.84,22.86,64.6,236.68,41.79,9.02,26.54,44.63,73.22,38.9,7.68,15.49,52.27,66.42,34.19,9.49,20.44,49.97,475.77,Yes,132.75808434624867
15,32.7592301447895,8.575561925830366,42.54702129048284,0.9123530869891384,0.7708566200659175,27,39,0,0.0,6,2.39,1.877,36.93,111.7,75.12,5.38,34.77,70.86,705.47,72.62,1.15,32.62,79.69,469.99,58.07,2.92,-0.33,93.57,551.5,72.35,0.01,35.89,84.79,539.96,69.54,2.36,25.74,82.23,2266.92,No,1015.7427500814218
11,37.97049871687787,7.704943810194358,47.88460205342146,0.4521607522091572,0.10431625680364869,26,65,25,0.0,19,2.152,1.649,55.97,291.5,86.87,0.09,19.41,79.77,386.37,88.78,3.08,11.66,94.17,542.6,50.17,5.67,7.78,94.92,681.16,58.12,2.84,-2.99,80.64,649.12,70.98,2.92,8.96,87.38,2259.25,No,126.2137757086626
8,34.34860677516139,7.53714371428562,43.25786024854203,0.225265778695055,0.41486831694352216,26,32,0,0.0,10,3.106,1.503,49.89,385.1,72.23,2.06,37.12,93.54,743.73,68.6,5.44,-0.63,82.34,549.52,72.04,3.75,3.51,95.99,581.91,95.21,0.02,26.5,82.37,564.41,77.02,2.82,16.62,88.56,2439.57,No,476.7447486724407
19,36.57961005101692,8.312822236766847,54.70078315917531,0.1617885850236302,0.8569160268187013,27,25,0,0.0,10,4.199,5.829,16.87,85.8,42.76,9.24,29.2,35.72,176.69,42.87,8.76,22.16,44.71,310.59,23.41,7.04,29.24,61.3,37.74,19.59,6.85,21.96,42.52,280.81,32.16,7.97,25.64,46.06,805.83,Yes,956.7544389354643
13,33.567767881421595,8.573767109901901,48.71144253789152,0.3999945968094998,0.04231049697067768,19,35,100,0.0,4,4.248,5.557,19.47,77.8,18.82,6.99,23.13,66.33,266.41,26.76,9.1,16.68,69.23,249.9,21.42,9.51,17.19,68.29,65.54,35.92,7.47,29.35,58.84,252.53,25.73,8.27,21.59,65.67,834.38,Yes,53.970273845558566
12,33.05051934350769,9.397844307031498,51.22778407341813,0.7127527551936957,0.1970283631584397,29,26,0,0.0,8,3.048,2.33,52.75,290.0,66.97,2.52,-0.44,95.98,734.28,73.87,1.33,28.23,83.57,469.61,51.92,5.34,34.84,94.87,539.94,87.66,3.49,13.74,95.28,749.53,70.1,3.17,19.09,92.43,2493.36,No,275.1016742791698
5,35.25250469055709,9.191173044940095,42.07795112655881,0.0425434849299009,0.7252242619978603,27,39,0,0.0,6,2.23,1.674,55.77,337.6,76.75,0.79,19.45,81.96,493.41,88.61,0.37,27.33,94.69,715.24,87.3,1.69,25.03,74.24,418.9,81.93,5.11,-1.64,73.18,587.1,83.65,1.99,17.54,81.02,2214.65,No,866.7030820716795
6,35.038485930631055,7.458526993492831,50.29068056283711,0.1290533865094061,0.8088343453532612,25,26,0,0.0,8,3.694,1.699,44.39,429.7,99.32,4.35,8.92,90.99,639.66,85.0,5.13,-0.63,73.25,615.23,97.69,2.8,43.03,98.14,713.59,95.49,5.39,35.99,90.85,384.15,94.38,4.42,21.83,88.31,2352.63,No,864.0438438552892
4,36.4394811061005,7.897993719872738,43.43711287302655,0.1061134601036394,0.21532354802812434,20,28,100,0.0,5,5.119,5.938,20.27,31.7,20.33,6.23,26.66,31.5,55.55,36.15,10.09,30.04,45.18,335.27,47.45,10.84,27.71,35.19,368.6,20.97,7.22,23.84,22.84,366.94,31.22,8.6,27.06,33.68,1126.36,Yes,230.81314783870707
19,34.19406274007077,8.67101780491777,45.55017411966425,0.5852501530514588,0.6580311883165261,27,25,0,0.0,10,1.579,1.902,38.9,245.9,63.94,1.38,32.45,78.84,639.95,68.43,4.81,3.36,74.73,629.88,95.75,0.86,-1.31,98.04,419.0,62.52,5.58,35.15,80.28,732.95,72.66,3.16,17.41,82.97,2421.78,No,832.73813336052
1,29.490920648688807,9.067997778058972,53.17523835309729,0.2428646505312662,0.18886985476876567,21,16,100,0.0,7,4.786,5.571,22.62,50.1,45.28,6.24,33.44,29.82,331.59,26.03,11.0,28.43,28.8,344.27,19.82,7.46,31.28,25.29,83.26,30.15,10.98,17.95,47.38,266.72,30.32,8.92,27.78,32.82,1025.84,Yes,195.38079960513465
17,33.70167834923483,8.938969468704792,39.786124716217905,0.1662594283013965,0.1541390993544567,22,13,64,0.0,8,2.82,3.05,39.13,215.5,90.47,0.41,9.01,71.17,380.21,67.67,1.17,8.42,94.63,436.12,89.01,4.05,11.32,86.4,541.66,56.42,5.44,23.48,96.41,683.93,75.89,2.77,13.06,87.15,2041.92,No,166.79169661996553
12,37.381455401431445,7.936122167168653,46.016238656527,0.5927707197430223,0.3343913191217202,24,25,0,0.0,9,3.791,3.876,25.15,226.8,91.87,3.22,35.38,95.6,540.98,67.95,2.73,27.64,81.01,665.62,95.2,1.69,43.25,88.68,704.31,55.2,1.51,11.05,79.08,439.45,77.55,2.29,29.33,86.09,2350.36,No,414.83519220470333
15,34.10787176227068,6.7459773475714835,47.19002629259363,0.7613099154523792,0.15562333126703423,31,22,0,0.0,10,6.319,5.572,22.9,17.2,18.48,9.19,18.53,51.75,109.37,41.66,10.85,24.28,29.04,242.54,49.71,9.74,15.72,20.86,120.14,17.83,10.88,31.9,32.93,122.12,31.92,10.17,22.61,33.64,594.17,Yes,217.9172601617108
1,34.260849792456355,7.001063623754408,47.60002190400405,0.3321549164526644,0.31010791200639626,20,28,100,0.0,5,5.452,5.264,16.44,62.4,20.95,8.93,16.65,42.98,114.92,42.9,6.34,23.37,42.92,271.88,32.97,10.0,30.54,63.11,117.7,31.52,11.04,34.79,64.48,139.3,32.08,9.08,26.34,53.37,643.8,Yes,327.0422020801062
14,37.95912951771781,8.272633514319415,42.746077534532674,0.5782046056765962,0.572290593370296,25,26,0,0.0,9,4.819,4.94,23.97,1.7,37.95,11.73,29.12,69.7,257.83,11.37,10.96,20.69,42.3,117.03,20.74,8.59,22.58,51.67,304.93,21.88,7.28,28.34,53.52,337.92,22.98,9.64,25.18,54.3,1017.71,Yes,700.0701537193446
6,32.86408031822323,8.342225579424346,55.43132050404041,0.0981244131994601,0.4130930154672919,21,31,0,0.0,4,5.965,4.674,22.33,61.0,16.8,11.43,19.01,69.48,2.74,20.54,7.2,15.28,56.62,260.03,41.69,7.54,23.89,52.96,164.91,37.89,9.8,17.29,59.05,270.25,29.23,8.99,18.87,59.53,697.93,Yes,481.02170011636787
5,30.3715903452713,6.9013206265656155,38.5253405732987,0.93519103045757,0.33277739325605593,21,25,15,0.0,4,5.002,5.399,16.55,18.2,44.47,11.68,22.47,33.54,241.5,26.35,6.15,18.12,55.8,247.1,11.08,7.33,19.62,53.59,7.39,14.16,10.8,18.57,52.64,89.32,24.01,8.99,19.7,48.89,585.31,Yes,496.19423311379853
11,34.518106641423515,8.04456961088927,52.29442694316235,0.3368961853147728,0.9389321025447712,19,68,0,0.0,4,3.302,3.313,48.9,191.0,60.76,4.0,4.31,89.85,559.7,69.33,1.8,42.38,85.24,585.47,97.46,3.92,42.89,73.19,692.49,66.77,4.86,37.78,78.14,528.31,73.58,3.64,31.84,81.6,2365.97,No,1136.7400075341784
4,33.54747814625379,8.631224356971783,51.07532802795819,0.9975056931735012,0.12290288911358277,26,45,0,0.0,13,4.172,4.905,24.35,86.3,21.42,6.94,23.98,37.79,255.83,48.66,8.18,16.24,64.88,14.23,48.11,9.99,33.83,29.98,15.26,29.53,8.7,21.63,67.88,308.47,36.93,8.45,23.92,50.13,593.79,Yes,184.02168373929624
13,32.10126104074024,6.848773342492856,54.50444394801843,0.978587755849782,0.3616723137237037,21,53,50,0.0,4,5.362,4.314,17.9,23.9,18.54,8.47,29.08,30.87,137.5,25.64,11.86,34.09,60.01,90.62,12.72,7.9,20.34,45.3,291.65,44.33,11.07,22.19,54.36,117.31,25.31,9.82,26.42,47.64,637.08,Yes,457.2592689731019
11,34.47386463230393,9.104997201804414,37.0588645064609,0.7788234493358115,0.4238942085665177,23,47,0,0.0,7,5.752,6.109,20.95,78.4,39.96,9.43,21.24,57.29,77.55,41.18,10.83,31.44,43.65,72.18,13.99,10.46,32.73,52.54,54.06,47.4,11.93,23.67,49.74,291.46,35.63,10.66,27.27,50.8,495.25,Yes,607.0664146613592
3,36.474516941740355,7.622468851440175,40.65584256055145,0.0200670954069667,0.5811879069671969,30,35,0,0.0,9,6.392,4.058,20.38,21.8,32.32,8.8,26.52,47.55,360.04,32.09,11.08,21.4,41.91,176.41,21.15,8.28,26.97,49.01,238.66,24.07,7.89,27.23,26.64,94.89,27.41,9.01,25.53,41.28,870.0,Yes,733.7450825215774
1,34.97213431529655,9.257613112576651,52.4597152958082,0.5434749203843633,0.0122432781216956,21,15,56,0.0,8,6.348,4.79,23.01,71.5,41.64,11.62,27.47,64.9,62.89,35.07,10.63,20.43,57.04,291.93,43.25,7.88,28.63,35.21,277.14,28.52,9.59,23.32,28.1,66.76,37.12,9.93,24.96,46.31,698.72,Yes,13.213190115685236
6,35.92094321805871,7.4665475542241,35.614804226848456,0.0868364204400115,0.8895038223128935,24,18,11,0.0,4,3.524,1.603,57.5,232.4,95.65,0.64,32.2,87.38,509.32,53.96,3.63,-3.68,85.04,601.58,86.63,5.95,8.0,79.67,502.93,86.58,5.59,43.72,98.37,704.77,80.7,3.95,20.06,87.62,2318.6,No,965.9644415465423
18,40.44022309554627,6.973374517115821,36.96770549479793,0.8951380259615161,0.8411551681283347,19,68,0,0.0,4,1.962,3.938,37.83,264.9,70.23,4.9,5.91,94.93,621.4,61.01,0.39,33.75,76.57,708.4,56.49,3.7,29.61,89.73,493.51,93.78,4.62,20.51,88.1,587.39,70.38,3.4,22.44,87.33,2410.7,No,1118.5419389803349
10,33.97136341532731,7.541863010158281,42.55846106644254,0.7896362526474029,0.47222092421633516,21,73,0,0.0,8,5.573,5.739,19.55,62.8,33.37,11.41,15.91,34.05,356.4,45.61,8.73,27.4,33.87,70.55,28.55,8.12,26.67,23.89,365.4,49.45,10.19,25.72,35.48,305.17,39.24,9.61,23.92,31.82,1097.52,Yes,678.1598203070507
5,35.83504590393401,7.90485187692268,45.959968943111335,0.972340376595683,0.6109444267731614,14,45,7,0.0,4,4.853,6.008,23.97,51.8,28.22,6.18,32.58,20.65,354.28,29.57,8.05,33.48,21.22,218.03,31.96,7.32,23.58,52.61,272.67,10.03,11.62,18.29,31.68,98.8,24.94,8.29,26.98,31.54,943.78,Yes,795.0179202083094
10,33.4723599122026,7.611520093228519,52.96112536824388,0.6083829531497954,0.9249311726079639,26,32,0,0.0,10,3.329,2.676,49.8,266.5,94.49,5.9,28.49,95.91,565.47,96.73,4.99,44.59,88.69,667.2,77.14,1.55,12.74,96.82,395.98,79.57,2.23,14.33,96.54,695.18,86.98,3.67,25.04,94.49,2323.83,No,1106.9992574127548
12,32.46092084033908,7.783998578426886,44.07367042534821,0.522172804484338,0.800088710648793,27,32,0,0.0,8,2.108,3.706,31.06,369.9,70.56,5.83,4.24,82.26,614.92,98.88,1.82,14.84,83.85,469.76,90.87,0.55,30.24,86.02,465.72,74.64,4.98,17.27,73.66,390.3,83.74,3.3,16.65,81.45,1940.7,No,848.6863611760783
2,33.24527703974669,8.33396514967619,41.9588042596773,0.5189738559443876,0.056387782106086644,17,36,97,0.0,4,4.497,5.271,16.57,67.1,40.16,6.66,24.36,23.54,224.32,20.58,9.17,25.35,66.22,205.91,33.32,8.41,33.98,58.86,107.03,43.77,8.59,31.57,61.14,70.83,34.46,8.21,28.82,52.44,608.09,Yes,58.75803933057348
13,33.56372428543494,7.828820630203601,46.556949688482135,0.3864483744543449,0.64655793116651,24,25,0,0.0,9,5.546,4.253,15.84,70.1,12.91,10.93,29.12,24.07,31.81,49.47,8.25,22.41,60.64,355.22,49.44,10.52,22.53,24.18,291.43,32.34,8.55,33.13,25.56,184.73,36.04,9.56,26.8,33.61,863.19,Yes,691.5460322001758
8,36.07842739264138,7.933887606047993,47.34798241647201,0.4686900672291409,0.42955761736997206,21,53,50,0.0,4,2.663,3.512,45.24,114.9,92.15,0.31,3.54,73.06,404.22,51.28,0.33,17.12,77.59,422.45,82.94,1.36,-4.05,82.55,491.41,65.93,2.67,28.45,88.49,726.47,73.08,1.17,11.26,80.42,2044.55,No,473.2377361786276
2,42.04722736010227,6.290773600797404,47.20619911085136,0.6354125831353503,0.15167048104982467,17,36,97,0.0,4,3.341,3.983,55.49,265.7,87.91,2.83,6.65,77.23,524.0,55.57,1.07,20.03,98.62,591.63,70.42,1.46,4.8,89.75,693.12,69.94,3.3,30.34,71.75,506.59,70.96,2.16,15.46,84.34,2315.34,No,163.37513458567912
